,seq,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,chi,sharp,Jvar,Kvar,Lvar,Kamp,Var_Status
2443,13686,99.999,9.9999,99.999,9.9999,18.797,0.0754,1.110, 0.502, 0.000, 0.000, 0.000,99.999,0
2444,14363,19.531,0.2177,19.015,0.0678,18.578,0.0509,1.171, 2.226, 1.345, 0.964, 1.626,99.999,0
2445, 5358,19.104,0.0764,18.322,0.0220,18.241,0.0307,1.266, 2.680, 0.607, 0.953, 0.725,99.999,0
2446,15661,19.654,0.0370,18.705,0.0273,18.409,0.0455,0.772,-0.438, 1.324, 0.923, 1.532,99.999,0
2447,19315,19.213,0.0540,18.422,0.2783,18.107,0.0353,1.288, 0.597, 0.354, 0.953, 0.423,99.999,0
2448,16645,20.313,0.1403,19.827,0.0841,19.032,0.0371,0.749,-2.526, 0.367, 0.939, 0.432,99.999,0
2449,16847,19.779,0.1567,18.925,0.0983,18.582,0.0425,0.967, 0.348, 0.325, 0.922, 0.375,99.999,0
2450, 3477,20.350,0.0727,19.330,0.0610,19.290,0.0837,0.928,-1.228, 0.764, 0.903, 0.865,99.999,0
2451, 3324,18.891,0.0440,17.919,0.0789,17.685,0.0174,0.996, 1.886, 0.401, 0.953, 0.479,99.999,0
2452,14872,19.895,0.1373,19.071,0.0618,18.905,0.0298,0.846,-0.640, 0.083, 0.958, 0.099,99.999,0
2453,14042,20.325,0.1259,19.897,0.1045,19.259,0.0681,0.761,-3.449, 0.686, 0.928, 0.798,99.999,0
2454, 6597,19.788,0.1891,18.717,0.1439,18.325,0.0406,0.929, 0.837, 1.828, 0.958, 2.194,99.999,0
2455, 5541,20.524,0.3620,19.080,0.0431,19.041,0.0325,0.715, 0.929, 0.558, 0.967, 0.676,99.999,0
2456, 9112,18.623,0.0306,17.920,0.0343,17.509,0.0292,1.387, 1.983, 0.713, 0.917, 0.820,99.999,0
2457, 6330,20.086,0.2114,19.125,0.0601,18.922,0.0308,0.931,-0.295, 0.405, 0.969, 0.491,99.999,0
2458, 2683,19.791,0.0934,18.714,0.0400,18.650,0.0392,0.929,-0.178, 0.839, 0.955, 1.004,99.999,0
2459,16646,18.478,0.0325,17.775,0.0169,17.622,0.0270,0.880,-0.433, 1.753, 0.979, 2.152,99.999,0
2460,19396,18.499,0.0219,17.670,0.0332,17.268,0.0150,1.120, 0.948, 0.576, 0.897, 0.648,99.999,0
2461, 6947,19.591,0.0485,18.618,0.0530,18.391,0.0289,1.071, 1.562, 0.655, 0.975, 0.801,99.999,0
2462,17464,19.890,0.3917,19.084,0.0510,18.601,0.0394,0.977, 1.570, 0.720, 0.962, 0.868,99.999,0
2463,17051,18.743,0.0729,17.989,0.0528,17.549,0.0164,0.964,-0.847, 0.794, 0.983, 0.979,99.999,0
2464,19449,18.671,0.4046,17.978,0.0719,17.104,0.0463,2.258, 0.771, 2.092, 0.859, 2.253,99.999,0
2465, 2670,18.831,0.0466,17.901,0.1120,17.762,0.0184,1.051, 1.428, 0.594, 0.967, 0.720,99.999,0
2466,  223,20.040,0.3064,19.244,0.1764,19.097,0.0641,1.141, 1.732, 0.625, 0.943, 0.738,99.999,0
2467, 9320,19.449,0.1396,19.594,0.1403,19.708,0.0671,0.990,-2.710, 0.377, 0.924, 0.436,99.999,0
2468,  500,20.159,0.2155,19.021,0.0380,18.613,0.0618,0.928,-1.319, 1.644, 0.918, 1.892,99.999,0
2469,11356,19.177,0.0855,18.065,0.0906,17.910,0.0324,1.228, 1.608, 0.707, 0.932, 0.827,99.999,0
2470,18022,18.671,0.0837,17.957,0.1577,17.470,0.0449,1.170, 0.589, 2.695, 0.974, 3.289,99.999,0
2471,15938,19.422,0.1061,18.602,0.0397,18.501,0.0372,0.899, 1.312, 0.571, 0.970, 0.694,99.999,0
2472,12737,19.557,0.0525,18.701,0.0417,18.725,0.0312,0.902, 0.902, 0.288, 0.960, 0.347,99.999,0
2473, 1472,18.937,0.1213,17.822,0.0365,17.745,0.0336,1.377, 2.603, 1.203, 0.969, 1.461,99.999,0
2474, 3716,19.249,0.1030,18.371,0.0368,18.197,0.0353,1.215, 1.213, 0.707, 0.955, 0.847,99.999,0
2475, 5378,18.936,0.1898,18.310,0.0950,17.998,0.0141,0.908, 0.765, 0.911, 0.969, 1.106,99.999,0
2476, 2059,20.173,0.0840,18.917,0.0510,18.762,0.0788,1.043,-0.580, 1.333, 0.858, 1.434,99.999,0
2477, 4189,19.396,0.0334,18.421,0.0299,18.543,0.0266,0.934, 0.554, 0.479, 0.933, 0.560,99.999,0
2478,19443,99.999,9.9999,16.597,0.0219,16.369,0.0447,3.044, 0.527, 1.840, 0.961, 2.216,99.999,0
2479, 3452,18.470,0.0824,17.704,0.0164,17.527,0.0208,1.076, 1.637, 0.875, 0.978, 1.073,99.999,0
2480, 7509,18.499,0.0966,17.610,0.0306,17.307,0.0502,1.234,-0.311, 1.682, 0.958, 2.021,99.999,0
2481,16896,18.714,0.0666,17.784,0.0305,17.557,0.0196,1.260, 2.051, 0.426, 0.974, 0.521,99.999,0
2482, 3541,18.291,0.0436,17.385,0.0352,16.993,0.0184,1.409, 1.444, 1.259, 0.951, 1.502,99.999,0
2483, 4565,19.413,0.0564,18.501,0.0752,18.116,0.0330,0.975, 0.128, 0.717, 0.985, 0.885,99.999,0
2484, 7734,17.657,0.0380,16.350,0.0124,15.880,0.0165,1.682, 0.239, 1.319, 0.927, 1.532,99.999,0
2485,16057,19.582,0.1006,18.830,0.0612,18.676,0.0291,1.021, 2.648, 0.630, 0.971, 0.767,99.999,0
2486,10985,16.543,0.0233,15.838,0.0356,15.544,0.0175,1.681, 0.288, 2.034, 0.899, 2.290,99.999,0
2487, 9355,20.628,0.1633,19.789,0.1011,19.308,0.0467,0.851,-0.669, 0.487, 0.924, 0.564,99.999,0
2488,16045,20.248,0.2670,19.354,0.0818,19.088,0.0478,0.843,-0.812, 0.603, 0.912, 0.689,99.999,0
2489,15301,19.241,0.0289,18.421,0.0318,18.182,0.0276,1.002, 0.645, 0.429, 0.982, 0.529,99.999,0
2490,17460,18.819,0.1286,17.791,0.0565,17.496,0.0135,0.965, 0.327, 0.863, 0.968, 1.047,99.999,0
2491, 3179,18.950,0.0914,17.751,0.0177,17.565,0.0336,1.150, 0.917, 1.450, 0.968, 1.759,99.999,0
2492, 9589,17.924,0.0326,17.117,0.0602,16.795,0.0179,1.083, 0.306, 2.430, 0.947, 2.884,99.999,0
2493,17421,19.989,0.3261,19.788,0.0974,19.234,0.0627,0.879,-1.703, 1.044, 0.918, 1.201,99.999,0
2494,14359,18.068,0.0602,17.340,0.0329,17.123,0.0144,1.031, 0.058, 1.890, 0.962, 2.279,99.999,0
2495,17213,18.632,0.0862,17.713,0.0249,17.567,0.0179,1.242, 1.482, 0.548, 0.974, 0.669,99.999,0
2496,13255,18.278,0.0481,17.414,0.0219,17.102,0.0240,1.402, 0.661, 2.059, 0.966, 2.492,99.999,0
2497, 6476,18.217,0.1259,17.473,0.0615,17.236,0.0221,1.330, 2.143, 1.325, 0.946, 1.571,99.999,0
2498,11805,19.072,0.0231,18.049,0.0724,17.713,0.0244,1.026, 0.585, 1.178, 0.946, 1.396,99.999,0
2499,18063,19.127,0.0305,18.428,0.0250,18.266,0.0272,1.114, 0.453, 0.263, 0.982, 0.324,99.999,0
2500,10975,19.933,0.1392,18.913,0.0350,18.688,0.0363,0.850,-0.595, 0.272, 0.945, 0.322,99.999,0
2501, 3515,19.314,0.1511,18.316,0.1528,18.025,0.0196,0.873, 0.791, 1.171, 0.985, 1.446,99.999,0
2502, 9252,19.756,0.0405,19.272,0.0490,19.385,0.0352,0.977,-3.352, 0.185, 0.959, 0.222,99.999,0
2503,12197,19.542,0.0444,18.738,0.0691,18.617,0.0424,0.681, 0.195, 1.140, 0.956, 1.366,99.999,0
2504,17273,20.123,0.1140,20.219,0.1333,19.435,0.0816,0.887, 0.182, 0.292, 0.971, 0.355,99.999,0
2505,10362,20.726,0.1501,19.979,0.1192,19.804,0.0868,0.923,-1.869,-0.252, 0.928,-0.293,99.999,0
2506,14818,19.252,0.1843,18.097,0.1181,17.769,0.0212,0.959, 0.487, 1.269, 0.975, 1.551,99.999,0
2507, 9152,20.067,0.0844,19.597,0.0509,19.209,0.0633,0.833,-1.019, 0.097, 0.916, 0.111,99.999,0
2508,10689,19.360,0.1597,18.662,0.2444,18.143,0.0350,1.129, 0.252, 0.865, 0.917, 0.995,99.999,0
2509, 5260,19.679,0.2195,18.498,0.1477,18.364,0.0365,0.774,-0.394, 1.731, 0.977, 2.121,99.999,0
2510, 9968,19.031,0.0322,18.494,0.0529,18.236,0.0265,1.174, 1.525, 0.069, 0.953, 0.082,99.999,0
2511,18747,99.999,9.9999,99.999,9.9999,18.375,0.0721,1.110, 1.051, 0.000, 0.000, 0.000,99.999,0
2512,16507,18.755,0.1112,17.964,0.0913,17.755,0.0446,1.592, 2.754, 1.583, 0.960, 1.905,99.999,0
2513, 2404,18.527,0.0575,17.578,0.0407,17.110,0.0318,1.194, 0.066, 1.759, 0.943, 2.079,99.999,0
2514,18589,99.999,9.9999,99.999,9.9999,18.559,0.0755,0.970, 1.482, 0.000, 0.000, 0.000,99.999,0
2515,12619,19.546,0.2132,18.610,0.0388,18.463,0.0302,0.946, 0.239, 0.290, 0.959, 0.348,99.999,0
2516, 5078,19.859,0.0994,19.276,0.1383,18.995,0.0509,0.942, 0.855, 0.787, 0.961, 0.948,99.999,0
2517, 2870,19.544,0.0834,18.615,0.0348,18.340,0.0444,1.010, 1.760, 0.944, 0.960, 1.136,99.999,0
2518, 2816,19.311,0.1155,18.500,0.0424,18.409,0.0248,0.966, 1.435, 0.392, 0.963, 0.473,99.999,0
2519,18846,99.999,9.9999,99.999,9.9999,17.342,0.0415,1.500, 1.668, 0.000, 0.000, 0.000,99.999,0
2520,15033,18.434,0.1200,17.745,0.1329,17.456,0.0231,0.805, 0.522, 2.806, 0.987, 3.471,99.999,0
2521, 8219,19.259,0.0757,18.041,0.1591,17.488,0.0420,1.222, 0.641, 2.517, 0.950, 2.996,99.999,0
2522, 2482,20.037,0.5235,18.758,0.0381,18.779,0.0601,0.856, 0.404, 2.160, 0.949, 2.569,99.999,0
2523,14861,18.189,0.0393,17.201,0.0591,16.824,0.0172,0.932,-0.102, 2.125, 0.965, 2.570,99.999,0
2524,11087,19.167,0.0517,19.233,0.7742,18.519,0.1094,1.062,-0.612, 2.116, 0.876, 2.323,99.999,0
2525, 5440,20.527,0.1069,19.556,0.0752,19.627,0.1141,0.886,-3.096, 0.704, 0.943, 0.832,99.999,0
2526,17525,20.087,0.1808,19.517,0.0909,19.262,0.0551,0.886, 0.415, 0.361, 0.930, 0.421,99.999,0
2527, 9849,20.037,0.1408,19.434,0.1124,19.151,0.0513,0.810, 0.356, 0.811, 0.867, 0.882,99.999,0
2528,15779,19.349,0.2062,18.994,0.1606,18.676,0.0181,0.867, 1.388, 0.558, 0.987, 0.690,99.999,0
2529, 7768,18.355,0.0503,17.154,0.0224,16.537,0.0251,1.498, 0.615, 1.006, 0.902, 1.138,99.999,0
2530,16192,19.530,0.1236,18.668,0.0851,18.663,0.0505,1.027, 2.511, 0.845, 0.909, 0.963,99.999,0
2531, 2283,19.435,0.0910,18.494,0.1103,18.244,0.0261,0.850,-1.749, 0.881, 0.967, 1.067,99.999,0
2532, 1150,19.452,0.0644,18.481,0.0759,18.304,0.0473,0.954, 0.261, 1.234, 0.972, 1.504,99.999,0
2533,17404,19.018,0.0278,18.297,0.0273,17.958,0.0158,0.923,-0.448, 0.310, 0.911, 0.354,99.999,0
2534,10325,20.399,0.1945,99.999,9.9999,19.667,0.0869,1.244,-4.929, 0.049, 0.920, 0.056,99.999,0
2535,10303,18.513,0.0501,17.750,0.0114,17.492,0.0178,1.154, 1.837, 0.626, 0.965, 0.757,99.999,0
2536, 4179,19.454,0.0596,18.380,0.0328,18.397,0.0420,1.042,-2.379, 1.178, 0.888, 1.312,99.999,0
2537,18422,19.009,0.3906,18.633,0.0570,18.258,0.1204,1.223, 0.079, 2.912, 0.969, 3.536,99.999,0
2538,11980,19.983,0.0641,19.063,0.0620,18.887,0.0379,1.012, 2.484, 0.438, 0.956, 0.525,99.999,0
2539, 1128,19.288,0.0979,18.151,0.0674,17.886,0.0263,0.758,-1.238, 1.456, 0.984, 1.795,99.999,0
2540,11487,19.863,0.0787,19.324,0.0695,18.871,0.0943,1.102,-1.592, 1.681, 0.865, 1.823,99.999,0
2541,13310,19.020,0.1615,18.077,0.0340,18.056,0.0594,0.980, 1.292, 2.898, 0.960, 3.487,99.999,0
2542, 4525,20.199,0.3440,19.027,0.0493,19.028,0.0605,0.944, 3.203, 0.792, 0.967, 0.960,99.999,0
2543,17974,20.167,0.7230,19.266,0.0680,18.753,0.0613,1.017,-2.376, 0.692, 0.903, 0.783,99.999,0
2544,13902,20.200,0.2758,19.824,0.1287,19.241,0.0674,1.028,-2.734, 0.786, 0.959, 0.945,99.999,0
2545,15326,20.189,0.0700,19.765,0.1138,19.133,0.0648,0.889,-2.562, 0.400, 0.924, 0.463,99.999,0
2546,16990,20.331,0.5027,20.213,0.1369,19.176,0.0615,0.863,-1.288, 1.401, 0.933, 1.637,99.999,0
2547,12387,19.318,0.1174,18.398,0.0715,18.233,0.0196,0.962, 1.805, 0.480, 0.976, 0.588,99.999,0
2548, 8125,19.070,0.0934,18.253,0.1333,17.943,0.0263,1.799, 3.539, 0.400, 0.935, 0.469,99.999,0
2549,18249,18.653,0.2491,18.720,0.0462,18.882,0.0786,1.408,-1.480, 0.588, 0.828, 0.610,99.999,0
2550,  397,18.087,0.0247,17.043,0.0149,16.747,0.0171,1.402, 0.724, 0.805, 0.902, 0.910,99.999,0
2551,15128,20.069,0.3209,19.172,0.0836,18.919,0.0460,0.808, 1.333, 0.868, 0.964, 1.049,99.999,0
2552, 9052,20.174,0.0771,19.141,0.0986,18.707,0.0379,1.083, 2.989, 0.901, 0.978, 1.104,99.999,0
2553,10481,19.339,0.0799,18.794,0.0750,18.478,0.0395,1.121, 2.658, 0.959, 0.930, 1.118,99.999,0
2554,10841,19.994,0.0582,19.184,0.0571,18.815,0.0370,0.852,-1.415,-0.267, 0.903,-0.302,99.999,0
2555, 5934,19.542,0.2409,18.796,0.0812,18.348,0.0457,1.145,-1.784, 0.924, 0.939, 1.087,99.999,0
2556,12613,18.222,0.0624,17.265,0.0148,16.765,0.0138,1.191, 0.410, 1.297, 0.975, 1.585,99.999,0
2557,17615,19.042,0.0624,19.001,0.0417,18.853,0.0608,1.030, 0.462, 1.114, 0.963, 1.344,99.999,0
2558,11294,19.705,0.0825,19.095,0.0422,18.673,0.0251,0.900, 0.452,-0.036, 0.991,-0.044,99.999,0
2559,11930,99.999,9.9999,99.999,9.9999,17.861,0.0255,0.770,-0.248, 0.000, 0.000, 0.000,99.999,0
2560, 4508,19.469,0.0397,18.875,0.1076,18.699,0.0473,0.873, 1.167, 0.748, 0.977, 0.916,99.999,0
2561, 8323,18.585,0.0468,17.458,0.0907,17.060,0.0115,1.115, 0.440, 0.176, 0.944, 0.208,99.999,0
2562,19216,19.921,0.2050,18.948,0.0984,18.369,0.0460,1.339,-2.658, 0.610, 0.877, 0.671,99.999,0
2563,16356,19.673,0.2274,18.744,0.1595,18.687,0.0345,0.892, 2.109, 1.170, 0.987, 1.448,99.999,0
2564,17744,19.640,0.1238,19.124,0.0445,18.959,0.0488,1.071, 0.378, 0.467, 0.903, 0.528,99.999,0
2565, 7204,19.517,0.1094,18.811,0.1940,18.813,0.0418,0.910, 3.023, 1.016, 0.971, 1.237,99.999,0
2566,12912,19.122,0.0337,18.069,0.0331,17.718,0.0347,1.164,-0.363, 1.470, 0.934, 1.721,99.999,0
2567, 5526,19.531,0.0487,18.476,0.0524,18.358,0.0299,0.982, 1.541, 0.177, 0.976, 0.216,99.999,0
2568, 5140,19.724,0.2106,18.569,0.0421,18.610,0.0601,1.016, 1.443, 1.456, 0.951, 1.735,99.999,0
2569, 4922,19.135,0.1749,17.858,0.0246,17.802,0.0315,1.089, 1.519, 0.811, 0.967, 0.984,99.999,0
2570,15457,18.354,0.0761,17.337,0.0194,16.867,0.0129,1.484, 0.388, 1.449, 0.971, 1.762,99.999,0
2571, 6054,19.547,0.1600,18.439,0.0318,18.422,0.0627,0.900,-1.054, 1.770, 0.956, 2.121,99.999,0
2572,17382,19.289,0.1875,18.851,0.2283,18.176,0.0418,0.898,-0.876, 2.578, 0.937, 3.028,99.999,0
2573, 9126,19.296,0.0885,18.581,0.0521,18.213,0.0371,1.046, 1.312, 0.421, 0.957, 0.505,99.999,0
2574,17701,19.543,0.1012,19.274,0.2312,18.813,0.0695,0.825, 1.061, 1.822, 0.945, 2.158,99.999,0
2575,15920,20.018,0.1376,19.057,0.1842,18.862,0.0349,0.744, 0.869, 0.900, 0.964, 1.088,99.999,0
2576,11628,19.649,0.0527,19.332,0.2259,18.965,0.0856,1.096, 1.177, 0.886, 0.857, 0.952,99.999,0
2577, 3383,19.812,0.0452,18.732,0.0386,18.799,0.0450,0.918, 0.815, 0.700, 0.929, 0.815,99.999,0
2578, 6022,19.261,0.2145,18.896,0.3494,18.572,0.0285,0.900,-0.582, 1.067, 0.986, 1.319,99.999,0
2579, 8464,18.547,0.0887,17.775,0.0948,17.141,0.0268,1.690, 0.098, 1.843, 0.913, 2.109,99.999,0
2580,12627,19.853,0.0587,18.554,0.0332,18.536,0.0443,0.982,-0.298, 0.620, 0.967, 0.751,99.999,0
2581, 3823,19.920,0.0494,18.801,0.0384,18.858,0.0584,0.860, 0.318, 0.837, 0.962, 1.009,99.999,0
2582, 3108,19.328,0.0373,18.147,0.0240,17.896,0.0244,0.864,-0.425, 1.001, 0.975, 1.224,99.999,0
2583,10010,19.286,0.1258,18.552,0.0626,18.277,0.0279,1.102, 0.274, 1.715, 0.912, 1.960,99.999,0
2584, 3121,20.777,0.2127,19.466,0.0989,19.397,0.0563,0.915,-3.001, 0.383, 0.928, 0.445,99.999,0
2585,  765,18.472,0.0248,17.419,0.0228,17.080,0.0184,1.231, 0.841, 0.550, 0.910, 0.626,99.999,0
2586,18123,19.112,0.1532,18.793,0.0326,18.763,0.0445,1.114, 0.536, 0.749, 0.979, 0.918,99.999,0
2587, 7592,19.231,0.1482,18.542,0.0427,18.307,0.0511,1.113, 1.906, 1.699, 0.967, 2.058,99.999,0
2588,12131,19.874,0.1348,19.000,0.1361,18.731,0.0542,0.890, 1.634, 0.836, 0.953, 0.998,99.999,0
2589,11851,20.738,0.1212,19.560,0.0774,19.663,0.0767,0.842,-1.850, 0.004, 0.959, 0.005,99.999,0
2590, 6447,20.384,0.3424,19.319,0.2027,19.081,0.0411,0.982,-1.342, 0.897, 0.947, 1.064,99.999,0
2591, 8419,19.909,0.1927,19.456,0.1002,19.198,0.0538,0.892,-3.566, 0.725, 0.927, 0.842,99.999,0
2592,14131,18.202,0.1104,17.162,0.0320,17.002,0.0268,1.205, 0.602, 2.433, 0.934, 2.849,99.999,0
2593,13570,19.808,0.1312,20.184,1.1991,19.289,0.1653,0.950,-0.625, 2.019, 0.896, 2.268,99.999,0
2594, 6469,17.971,0.0531,16.977,0.0137,16.741,0.0187,1.123, 0.012, 1.074, 0.934, 1.257,99.999,0
2595, 5479,99.999,9.9999,99.999,9.9999,18.459,0.0562,0.980, 0.313, 0.000, 0.000, 0.000,99.999,0
2596,15528,19.736,0.0932,19.093,0.2233,18.812,0.0558,1.078, 0.849, 1.008, 0.856, 1.081,99.999,0
2597, 9013,18.739,0.0628,18.083,0.0443,17.895,0.0178,1.094, 1.575, 0.972, 0.967, 1.177,99.999,0
2598,19588,99.999,9.9999,99.999,9.9999,16.820,0.0290,1.700, 1.286, 0.000, 0.000, 0.000,99.999,0
2599,18423,17.261,0.0233,99.999,9.9999,16.154,0.0204,1.593, 0.523, 0.873, 0.974, 1.066,99.999,0
2600,16918,19.920,0.0521,19.236,0.0516,18.629,0.0434,0.757,-0.100, 0.950, 0.940, 1.119,99.999,0
2601, 2151,19.149,0.1528,18.363,0.1133,18.223,0.0203,0.955, 1.992, 0.773, 0.962, 0.932,99.999,0
2602,16356,19.673,0.2274,18.744,0.1595,18.687,0.0345,0.892, 2.109, 1.170, 0.987, 1.448,99.999,0
2603,16082,20.434,0.2927,19.715,0.0696,19.483,0.0386,0.811,-1.437, 0.175, 0.982, 0.215,99.999,0
2604, 6451,19.867,0.2247,18.563,0.0262,18.410,0.0518,0.841,-0.257, 1.991, 0.963, 2.404,99.999,0
2605,10139,19.183,0.0691,18.796,0.1292,18.269,0.0443,1.399, 0.692, 1.357, 0.941, 1.600,99.999,0
2606,13438,20.057,0.2888,18.803,0.1772,18.839,0.0639,0.935, 3.042, 1.734, 0.958, 2.083,99.999,0
2607,16033,19.744,0.1495,18.585,0.0199,18.545,0.0463,0.775, 0.290, 1.352, 0.980, 1.661,99.999,0
2608, 9305,19.124,0.0560,18.464,0.1287,18.114,0.0475,1.020, 1.648, 1.177, 0.969, 1.429,99.999,0
2609, 1078,19.470,0.1071,19.265,0.0432,19.053,0.0677,0.830,-0.643, 0.554, 0.944, 0.655,99.999,0
2610, 2314,18.650,0.0446,17.315,0.0133,16.804,0.0360,0.978, 0.013, 3.068, 0.925, 3.557,99.999,0
2611, 4517,20.481,0.4118,19.103,0.0361,19.013,0.0632,0.825, 0.039, 1.379, 0.954, 1.647,99.999,0
2612, 6343,19.951,0.1992,18.900,0.0483,18.839,0.0378,0.880,-0.267, 0.203, 0.965, 0.245,99.999,0
2613,10967,18.499,0.0502,17.565,0.0191,17.235,0.0421,1.127,-0.081, 1.981, 0.946, 2.349,99.999,0
2614, 1626,19.501,0.1696,18.444,0.0757,18.089,0.0236,0.786, 0.325, 1.797, 0.912, 2.053,99.999,0
2615, 9213,19.714,0.3402,19.220,0.2417,18.523,0.0508,1.087, 0.478, 1.445, 0.913, 1.654,99.999,0
2616, 6075,19.897,0.1182,18.753,0.0413,18.720,0.0696,0.994,-2.185, 1.579, 0.953, 1.885,99.999,0
2617, 6998,18.738,0.0712,17.635,0.0281,17.517,0.0303,1.228, 0.231, 1.248, 0.970, 1.516,99.999,0
2618,12271,19.391,0.1339,18.599,0.1277,18.293,0.0398,0.869, 1.140, 2.049, 0.938, 2.407,99.999,0
2619, 8363,18.775,0.0732,17.924,0.2058,17.655,0.0349,1.171, 0.076, 1.660, 0.942, 1.960,99.999,0
2620, 4611,20.768,0.2463,19.509,0.0464,19.362,0.0369,0.738,-2.261,-0.095, 0.988,-0.118,99.999,0
2621, 2095,19.195,0.0992,17.781,0.0687,17.396,0.0153,0.803,-0.756, 1.291, 0.975, 1.578,99.999,0
2622,16554,20.179,0.0674,19.166,0.0395,18.962,0.0554,0.808,-0.012, 0.573, 0.972, 0.698,99.999,0
2623,17992,19.696,0.4437,18.863,0.0421,18.696,0.0505,0.921,-0.508, 0.542, 0.907, 0.616,99.999,0
2624, 2083,19.486,0.1639,18.558,0.0264,18.498,0.0392,0.819, 0.561, 0.815, 0.948, 0.969,99.999,0
2625,15381,18.636,0.0411,17.953,0.0857,17.623,0.0187,1.217, 1.046, 0.805, 0.952, 0.960,99.999,0
2626,17394,99.999,9.9999,99.999,9.9999,18.408,0.0513,1.140, 0.692, 0.000, 0.000, 0.000,99.999,0
2627,   91,99.999,9.9999,99.999,9.9999,19.115,0.0611,1.131,-1.753,-0.355, 0.993,-0.442,99.999,0
2628, 3762,19.178,0.0620,18.236,0.0347,17.999,0.0135,1.060, 0.876, 0.136, 0.943, 0.161,99.999,0
2629, 3373,19.533,0.1286,18.391,0.0439,17.989,0.0227,0.948, 0.428, 0.775, 0.969, 0.941,99.999,0
2630, 1821,19.647,0.2830,18.569,0.0262,18.587,0.0579,0.789,-0.543, 2.292, 0.930, 2.670,99.999,0
2631,11953,19.652,0.0473,18.448,0.0955,18.269,0.0328,0.957,-1.615, 0.718, 0.970, 0.873,99.999,0
2632, 1085,20.854,0.1218,19.126,0.0504,18.446,0.0423,1.066, 2.970, 0.599, 0.946, 0.710,99.999,0
2633, 6225,20.165,0.4110,19.335,0.0773,19.450,0.0765,1.009, 0.290, 0.522, 0.956, 0.625,99.999,0
2634, 3695,20.566,0.1670,19.194,0.0574,19.246,0.0680,0.889,-2.204, 0.736, 0.967, 0.892,99.999,0
2635, 6704,20.216,0.1723,19.868,0.1368,19.243,0.0545,1.024,-0.370, 0.417, 0.930, 0.486,99.999,0
2636,  267,19.249,0.0603,18.414,0.0389,18.207,0.0473,1.329, 2.140, 0.491, 0.972, 0.598,99.999,0
2637,  423,20.327,0.4788,19.708,0.0701,19.653,0.0708,0.933,-2.503, 0.393, 0.972, 0.479,99.999,0
2638,10897,19.225,0.0729,18.642,0.0390,18.433,0.0429,0.872, 0.132, 0.791, 0.875, 0.868,99.999,0
2639, 8405,19.636,0.1070,18.753,0.1263,18.467,0.0295,0.961,-0.280, 0.410, 0.937, 0.481,99.999,0
2640,17082,20.161,0.1631,99.999,9.9999,19.560,0.0920,0.783,-1.346, 0.486, 0.861, 0.524,99.999,0
2641, 9278,17.700,0.0414,16.900,0.0213,16.671,0.0142,1.056,-0.237, 0.252, 0.944, 0.299,99.999,0
2642, 8475,20.689,0.2072,19.457,0.2735,19.229,0.0714,1.019,-1.758, 0.495, 0.919, 0.570,99.999,0
2643, 9641,17.501,0.0136,16.667,0.0418,16.255,0.0116,1.669, 0.097, 0.670, 0.953, 0.800,99.999,0
2644,11708,20.053,0.2872,19.246,0.0589,19.249,0.0393,0.832,-0.871, 0.633, 0.945, 0.750,99.999,0
2645, 3689,19.794,0.1159,18.804,0.0868,18.643,0.0459,0.766,-1.410, 1.235, 0.974, 1.508,99.999,0
2646,18633,99.999,9.9999,99.999,9.9999,16.850,0.0177,0.920, 0.411, 0.000, 0.000, 0.000,99.999,0
2647, 9921,20.433,0.1339,19.660,0.2389,19.113,0.0458,1.099, 0.006, 0.071, 0.942, 0.084,99.999,0
2648,12156,18.200,0.0902,17.228,0.0305,17.037,0.0264,1.658, 1.439, 1.588, 0.986, 1.963,99.999,0
2649, 7026,19.118,0.0578,18.032,0.0194,17.694,0.0209,0.979, 0.188, 0.721, 0.971, 0.878,99.999,0
2650, 8398,19.425,0.0458,19.264,0.2595,18.139,0.0604,1.079,-1.210, 2.924, 0.930, 3.407,99.999,0
2651,  729,20.149,0.3222,19.144,0.1451,18.805,0.0273,0.704,-0.462, 0.802, 0.967, 0.972,99.999,0
2652,13694,20.069,0.1823,18.821,0.2088,18.708,0.0346,0.866,-1.145, 0.892, 0.957, 1.070,99.999,0
2653, 2976,19.879,0.1866,18.705,0.0304,18.561,0.0245,0.911, 2.002, 0.464, 0.974, 0.566,99.999,0
2654, 4955,19.813,0.3558,19.004,0.0719,18.890,0.0349,0.820, 0.287, 0.884, 0.965, 1.069,99.999,0
2655,18317,18.228,0.1345,17.130,0.0152,16.744,0.0283,1.639,-0.398, 1.763, 0.968, 2.140,99.999,0
2656,16695,18.110,0.0262,17.086,0.0059,16.871,0.0143,0.877, 0.344, 1.061, 0.987, 1.313,99.999,0
2657, 4112,19.364,0.1810,18.396,0.1263,18.292,0.0202,0.880, 1.277, 0.886, 0.982, 1.089,99.999,0
2658, 7245,17.631,0.0571,16.800,0.0537,16.419,0.0157,1.069,-0.019, 2.093, 0.895, 2.349,99.999,0
2659, 7144,19.884,0.1532,19.100,0.0537,18.934,0.0553,1.018, 0.878, 1.061, 0.962, 1.280,99.999,0
2660, 3051,20.084,0.3597,18.900,0.0384,18.620,0.0305,0.862,-0.411, 0.762, 0.933, 0.890,99.999,0
2661, 2462,19.537,0.1498,18.838,0.1643,18.477,0.0344,0.960, 0.009, 0.867, 0.982, 1.066,99.999,0
