,seq,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,chi,sharp,Jvar,Kvar,Lvar,Kamp,Var_Status
3697, 1438,20.045,0.5925,18.880,0.0403,18.837,0.0766,0.944, 0.987, 2.236, 0.938, 2.627,99.999,0
3698, 7501,17.902,0.0387,17.043,0.0197,16.824,0.0166,1.391, 0.155, 1.021, 0.957, 1.225,99.999,0
3699, 2123,18.832,0.1355,17.749,0.0861,17.514,0.0156,1.137, 2.610, 1.337, 0.964, 1.616,99.999,0
3700, 9258,18.928,0.1199,18.062,0.0378,17.792,0.0266,0.902,-0.782,-0.015, 0.955,-0.019,99.999,0
3701,19160,19.372,0.1989,18.548,0.1127,18.149,0.0279,1.342, 1.597, 0.667, 0.932, 0.779,99.999,0
3702, 2576,20.863,0.2591,19.802,0.1160,19.538,0.1153,1.059,-5.421, 0.131, 0.834, 0.136,99.999,0
3703, 2486,18.648,0.0490,17.768,0.0333,17.582,0.0124,1.039, 0.846, 0.337, 0.955, 0.404,99.999,0
3704,19352,19.457,0.1725,18.635,0.0658,18.538,0.0254,0.935, 1.690,-0.023, 0.915,-0.026,99.999,0
3705, 3290,19.785,0.0759,18.707,0.0261,18.615,0.0380,0.769, 1.218, 0.628, 0.975, 0.767,99.999,0
3706, 9752,19.272,0.0653,18.460,0.0527,18.216,0.0203,0.867,-0.651, 0.028, 0.973, 0.035,99.999,0
3707,13412,20.044,0.1592,19.014,0.0704,18.722,0.0629,0.950,-2.682, 0.917, 0.952, 1.095,99.999,0
3708,  843,20.204,0.2206,19.283,0.0438,19.236,0.0507,0.803,-1.137, 0.701, 0.953, 0.837,99.999,0
3709,14853,18.766,0.1433,17.900,0.0281,17.730,0.0272,0.993, 1.192, 1.787, 0.946, 2.119,99.999,0
3710, 5959,19.542,0.1871,18.156,0.0289,18.099,0.0362,1.029, 0.258, 1.850, 0.955, 2.214,99.999,0
3711,  413,99.999,9.9999,99.999,9.9999,18.731,0.0989,1.360,-0.457, 0.000, 0.000, 0.000,99.999,0
3712, 3222,19.190,0.1242,17.908,0.0286,17.816,0.0269,1.156, 1.686, 1.493, 0.945, 1.767,99.999,0
3713, 8850,19.581,0.1144,19.133,0.2325,18.674,0.0573,1.326, 1.640, 0.995, 0.927, 1.156,99.999,0
3714, 9870,18.318,0.0576,17.506,0.0572,17.077,0.0169,1.776, 1.017, 1.866, 0.932, 2.180,99.999,0
3715,19595,99.999,9.9999,99.999,9.9999,17.924,0.0456,1.010, 0.759, 0.000, 0.000, 0.000,99.999,0
3716, 6435,19.394,0.1301,18.373,0.1643,18.042,0.0244,0.828,-0.033, 1.129, 0.981, 1.387,99.999,0
3717,  321,18.577,0.0599,17.646,0.0629,17.203,0.0290,1.446, 1.478, 1.010, 0.944, 1.196,99.999,0
3718, 2124,18.141,0.0349,17.368,0.0139,17.229,0.0199,0.993, 1.037, 1.302, 0.983, 1.604,99.999,0
3719, 3913,18.834,0.0452,17.769,0.0215,17.499,0.0078,0.996, 0.369, 0.007, 0.936, 0.008,99.999,0
3720,11073,18.941,0.0614,18.092,0.0638,17.828,0.0270,0.979, 0.537, 1.233, 0.926, 1.431,99.999,0
3721,18263,19.167,0.2721,18.320,0.0791,17.886,0.0578,1.509,-0.814, 2.148, 0.938, 2.524,99.999,0
3722,  508,19.691,0.0527,18.585,0.0393,18.483,0.0509,1.064, 2.028, 0.573, 0.962, 0.691,99.999,0
3723, 9504,19.146,0.0765,18.281,0.0422,18.015,0.0247,1.018,-0.286, 0.583, 0.963, 0.704,99.999,0
3724,15739,17.676,0.0760,16.836,0.0105,16.455,0.0231,1.407, 0.394, 2.564, 0.973, 3.126,99.999,0
3725,  746,19.114,0.0751,18.138,0.0407,17.824,0.0616,1.276, 2.441, 2.069, 0.934, 2.421,99.999,0
3726, 8415,20.004,0.1634,19.310,0.1121,19.001,0.0437,0.885,-0.371,-0.503, 0.948,-0.598,99.999,0
3727, 1774,19.010,0.1242,17.714,0.0105,17.387,0.0218,0.741,-0.216, 1.298, 0.968, 1.575,99.999,0
3728,12201,20.002,0.0641,19.038,0.0947,18.836,0.0278,1.127, 5.114,-0.210, 0.995,-0.262,99.999,0
3729,14413,19.894,0.1012,18.998,0.0461,18.925,0.0671,0.880, 0.006, 0.783, 0.961, 0.944,99.999,0
3730,13028,19.089,0.0574,18.008,0.0259,17.795,0.0200,1.015, 1.172, 0.681, 0.991, 0.846,99.999,0
3731,  429,19.228,0.0817,18.305,0.0394,18.212,0.0284,1.271, 2.393, 0.424, 0.960, 0.510,99.999,0
3732, 3620,20.114,0.2259,19.057,0.0476,18.993,0.0810,0.854,-0.176, 1.666, 0.927, 1.936,99.999,0
3733, 6747,20.708,0.3047,19.258,0.0829,19.030,0.0642,0.904,-4.100, 0.624, 0.986, 0.772,99.999,0
3734,11364,18.758,0.1367,17.774,0.0295,17.559,0.0203,1.275, 1.646, 1.190, 0.969, 1.446,99.999,0
3735,10512,18.584,0.0612,18.273,0.0624,18.198,0.0264,0.962, 0.868,-0.410, 0.928,-0.477,99.999,0
3736, 4462,20.186,0.1813,19.483,0.0709,19.451,0.0339,0.853,-1.245, 0.238, 0.958, 0.285,99.999,0
3737, 8847,19.116,0.1102,18.383,0.0197,18.168,0.0207,0.983, 0.243, 0.538, 0.963, 0.650,99.999,0
3738, 5851,17.792,0.0305,16.767,0.0282,16.193,0.0134,1.607, 0.468, 0.818, 0.948, 0.971,99.999,0
3739,14519,19.130,0.0975,18.023,0.0193,17.738,0.0409,0.858,-0.877, 2.713, 0.934, 3.177,99.999,0
3740, 1507,21.078,0.3309,19.433,0.0784,19.245,0.0907,0.954,-2.764, 0.700, 0.885, 0.776,99.999,0
3741, 8347,17.097,0.0189,16.270,0.0341,15.842,0.0110,1.733, 0.642,-0.157, 0.943,-0.186,99.999,0
3742,12736,18.694,0.0254,17.841,0.0236,17.507,0.0093,1.110, 0.753,-0.112, 0.977,-0.137,99.999,0
3743, 7480,20.379,0.1944,19.420,0.0592,19.101,0.0568,0.760,-1.579, 0.990, 0.964, 1.197,99.999,0
3744,12902,19.647,0.0875,18.715,0.0359,18.352,0.0241,0.833, 0.708, 1.213, 0.974, 1.481,99.999,0
3745,17008,18.965,0.0384,18.098,0.1226,17.820,0.0213,0.938, 0.775, 0.863, 0.975, 1.054,99.999,0
3746, 3900,99.999,9.9999,99.999,9.9999,18.580,0.0602,0.950,-1.242, 0.000, 0.000, 0.000,99.999,0
3747, 8499,19.737,0.0629,18.794,0.0443,18.502,0.0250,1.226, 2.545, 0.031, 0.965, 0.037,99.999,0
3748, 9489,19.621,0.0687,18.755,0.1454,18.418,0.0282,1.008, 1.126, 0.436, 0.956, 0.522,99.999,0
3749,12359,20.365,0.1067,19.390,0.2212,19.294,0.0858,0.845, 0.576, 1.147, 0.933, 1.342,99.999,0
3750,13873,20.702,0.1420,19.501,0.0499,19.360,0.0548,0.794,-3.299, 0.449, 0.968, 0.545,99.999,0
3751, 6356,20.949,0.3642,19.613,0.1020,19.807,0.1698,0.914,-2.011, 1.209, 0.882, 1.336,99.999,0
3752, 7990,19.952,0.1829,20.019,0.0690,19.695,0.0776,0.905,-1.741,-0.320, 0.884,-0.354,99.999,0
3753,16463,19.469,0.1777,18.572,0.0481,18.428,0.0373,1.130, 3.587, 0.599, 0.931, 0.699,99.999,0
3754, 4697,20.161,0.7029,19.124,0.0740,19.248,0.0639,1.147, 3.037, 1.079, 0.983, 1.329,99.999,0
3755, 8669,20.606,0.2765,20.080,0.4679,19.419,0.0653,0.864,-3.056, 0.333, 0.896, 0.374,99.999,0
3756, 8277,19.540,0.0715,18.682,0.1118,18.448,0.0244,0.865,-0.830, 0.073, 0.961, 0.088,99.999,0
3757,18852,99.999,9.9999,99.999,9.9999,18.376,0.1055,1.380, 0.301, 0.000, 0.000, 0.000,99.999,0
3758, 3269,19.347,0.1242,18.468,0.0248,18.396,0.0390,0.794, 0.163, 1.462, 0.981, 1.798,99.999,0
3759,10287,19.128,0.0558,18.151,0.0408,17.924,0.0233,1.336, 3.312, 0.458, 0.956, 0.549,99.999,0
3760, 4749,17.922,0.0413,16.883,0.0188,16.567,0.0258,1.291,-0.200, 1.762, 0.939, 2.073,99.999,0
3761,19383,19.189,0.2755,18.176,0.3472,18.196,0.0926,1.590, 4.987, 2.375, 0.958, 2.852,99.999,0
3762, 6546,20.448,0.2811,19.153,0.0592,19.321,0.0793,0.908,-0.974, 0.947, 0.973, 1.156,99.999,0
3763,18828,99.999,9.9999,99.999,9.9999,18.139,0.0499,0.950, 0.457, 0.000, 0.000, 0.000,99.999,0
3764,17447,19.318,0.2536,18.408,0.0795,18.060,0.0284,0.977, 1.683, 1.521, 0.988, 1.884,99.999,0
3765,15240,19.097,0.1954,18.236,0.0814,18.045,0.0219,1.142, 0.467, 1.078, 0.953, 1.287,99.999,0
3766,  809,19.347,0.3301,18.266,0.1899,17.928,0.0474,0.820,-0.353, 3.268, 0.936, 3.834,99.999,0
3767, 2505,19.546,0.1242,18.836,0.1193,18.721,0.0374,0.752, 1.395, 1.132, 0.975, 1.384,99.999,0
3768,12889,20.110,0.2857,19.052,0.0555,18.809,0.0361,0.852,-1.933, 0.774, 0.959, 0.930,99.999,0
3769, 2474,19.491,0.1444,18.262,0.0349,18.214,0.0455,1.154, 0.811, 1.335, 0.972, 1.627,99.999,0
3770,15574,19.940,0.2232,18.767,0.0307,18.599,0.0409,0.788,-0.167, 1.034, 0.971, 1.258,99.999,0
3771, 7215,19.009,0.1855,17.841,0.0521,17.483,0.0266,1.666, 2.679, 0.942, 0.964, 1.138,99.999,0
3772,13661,19.346,0.1216,18.066,0.0899,17.908,0.0367,0.901, 0.453, 1.561, 0.928, 1.815,99.999,0
3773, 1608,20.152,0.1677,19.499,0.0573,19.269,0.0554,0.788,-0.508, 0.222, 0.922, 0.256,99.999,0
3774, 2054,20.138,0.1539,19.073,0.0477,18.882,0.0416,0.828, 1.586, 0.763, 0.970, 0.927,99.999,0
3775,  829,18.350,0.0335,17.432,0.0642,17.121,0.0228,1.110, 1.247, 1.204, 0.957, 1.444,99.999,0
3776, 5463,18.748,0.1251,17.726,0.0254,17.556,0.0300,1.063,-0.388, 1.581, 0.968, 1.919,99.999,0
3777, 6436,19.749,0.0645,18.805,0.0417,18.835,0.0500,0.935, 0.756, 0.852, 0.986, 1.052,99.999,0
3778, 7022,20.768,0.1657,18.751,0.0359,18.096,0.0244,0.910,-1.429, 1.074, 0.938, 1.263,99.999,0
3779, 8210,19.231,0.0341,18.041,0.1546,17.594,0.0184,1.281, 0.997,-0.038, 0.967,-0.045,99.999,0
3780, 7624,18.976,0.1433,18.070,0.0615,17.965,0.0324,0.824, 0.688, 1.708, 0.989, 2.118,99.999,0
3781, 1107,18.959,0.0305,17.866,0.0217,17.606,0.0302,0.771,-0.251, 1.531, 0.978, 1.876,99.999,0
3782,12976,18.971,0.1222,17.936,0.0320,17.769,0.0267,0.946, 0.735, 1.509, 0.968, 1.830,99.999,0
3783,15861,99.999,9.9999,99.999,9.9999,18.314,0.0447,1.060, 0.213, 0.000, 0.000, 0.000,99.999,0
3784,14202,18.749,0.0891,17.772,0.0195,17.492,0.0371,1.109,-0.087, 2.286, 0.975, 2.793,99.999,0
3785, 3590,18.407,0.0819,17.306,0.0764,16.912,0.0209,0.881, 0.188, 1.881, 0.971, 2.289,99.999,0
3786,18257,19.489,0.2138,18.726,0.0732,19.314,0.2190,1.948, 1.516, 0.800, 0.958, 0.961,99.999,0
3787, 8485,18.870,0.0441,18.237,0.0854,17.746,0.0316,1.127, 0.374, 1.033, 0.962, 1.246,99.999,0
3788,17420,19.223,0.1538,18.520,0.0517,18.380,0.0226,1.186, 2.679,-0.025, 0.978,-0.031,99.999,0
3789, 1873,19.158,0.0753,18.227,0.0287,17.866,0.0296,1.012, 1.361, 1.123, 0.917, 1.290,99.999,0
3790,15021,19.881,0.6313,19.560,0.0566,19.527,0.1036,0.907,-3.764, 1.300, 0.975, 1.588,99.999,0
3791, 7504,18.343,0.0874,17.210,0.1031,16.494,0.0223,1.343, 0.121, 2.932, 0.951, 3.494,99.999,0
3792,13948,19.409,0.1936,18.550,0.0648,18.526,0.0357,1.228, 4.468, 0.282, 0.956, 0.338,99.999,0
3793,15103,18.556,0.0221,17.669,0.0183,17.289,0.0161,1.026, 0.193, 0.820, 0.984, 1.012,99.999,0
3794,  537,17.845,0.0938,16.724,0.2300,15.997,0.0422,2.319, 0.797, 3.401, 0.905, 3.860,99.999,0
3795, 5666,18.997,0.1443,18.147,0.0835,17.850,0.0303,0.927, 0.586, 1.331, 0.986, 1.645,99.999,0
3796, 8284,19.472,0.1061,18.925,0.1160,18.700,0.0449,0.940, 0.963, 0.214, 0.944, 0.253,99.999,0
3797,12169,20.397,0.2399,19.161,0.0499,19.150,0.0337,0.813, 0.162, 0.274, 0.916, 0.314,99.999,0
3798,19561,18.968,0.2090,18.001,0.2685,18.097,0.0627,1.828, 0.441, 1.498, 0.903, 1.695,99.999,0
3799, 6020,18.581,0.0818,17.669,0.0393,17.438,0.0229,1.127, 0.666, 1.159, 0.976, 1.418,99.999,0
3800,12057,20.051,0.0398,19.182,0.0340,18.964,0.0221,0.791, 0.345,-0.247, 0.980,-0.303,99.999,0
3801,15187,20.286,0.0813,19.472,0.0849,19.092,0.0302,0.932,-1.151, 0.074, 0.934, 0.087,99.999,0
3802,16212,19.221,0.1958,18.121,0.1243,18.070,0.0227,0.957, 0.813, 1.366, 0.981, 1.680,99.999,0
3803, 7379,16.275,0.0478,16.170,0.0552,16.048,0.0165,1.738, 0.251, 1.969, 0.919, 2.267,99.999,0
3804,14513,19.674,0.0896,19.421,0.0553,19.355,0.0295,0.955, 0.788, 0.109, 0.967, 0.132,99.999,0
3805,12531,21.634,0.4138,20.239,0.0834,19.850,0.0697,0.891,-3.387, 0.055, 0.946, 0.066,99.999,0
3806, 8476,19.319,0.0312,18.498,0.3177,18.276,0.0263,1.027,-0.078, 0.565, 0.970, 0.687,99.999,0
3807, 1418,20.650,0.0960,19.197,0.0577,18.873,0.0649,0.895, 0.912, 0.982, 0.962, 1.184,99.999,0
3808,15536,18.938,0.1708,17.752,0.0420,17.794,0.0407,1.642, 3.137, 1.251, 0.961, 1.506,99.999,0
3809,10960,19.668,0.1720,19.132,0.2329,18.680,0.0638,0.900,-1.557, 2.255, 0.889, 2.511,99.999,0
3810, 2138,18.740,0.1008,17.769,0.0937,17.512,0.0280,0.995, 0.122, 1.735, 0.971, 2.111,99.999,0
3811, 9434,18.980,0.0560,18.164,0.0531,17.863,0.0240,1.175, 1.263, 0.607, 0.957, 0.728,99.999,0
3812,12814,19.147,0.0645,18.167,0.0312,17.874,0.0475,0.925,-1.151, 2.272, 0.969, 2.759,99.999,0
3813, 9022,17.834,0.0617,17.113,0.0543,16.551,0.0235,1.964, 1.089, 1.949, 0.904, 2.207,99.999,0
3814,10580,20.190,0.2087,19.716,0.3504,19.292,0.0533,1.165,-0.938, 0.099, 0.940, 0.117,99.999,0
3815,13615,18.621,0.0541,17.688,0.0397,17.617,0.0303,1.499, 2.505, 0.842, 0.944, 0.996,99.999,0
3816,17963,19.817,0.2335,19.070,0.1140,18.824,0.0573,0.906, 0.634, 1.073, 0.973, 1.308,99.999,0
3817, 8568,19.177,0.1016,18.372,0.2573,18.089,0.0257,0.903,-0.504,-0.170, 0.952,-0.202,99.999,0
3818,14122,19.406,0.2935,18.539,0.0568,18.541,0.0426,1.098, 2.241, 1.241, 0.981, 1.527,99.999,0
3819, 2789,19.806,0.0460,18.752,0.0350,18.630,0.0729,0.801, 0.650, 1.941, 0.941, 2.287,99.999,0
3820, 8893,99.999,9.9999,99.999,9.9999,18.010,0.1992,1.405, 0.993, 0.000, 0.000, 0.000,99.999,0
3821, 2559,19.453,0.0971,18.422,0.1146,18.091,0.0355,0.875, 1.229, 1.485, 0.972, 1.808,99.999,0
3822,  166,18.947,0.1106,17.860,0.0484,17.376,0.0457,1.512, 2.067, 1.585, 0.988, 1.963,99.999,0
3823,12631,20.472,0.1838,19.495,0.0944,18.946,0.0441,0.876, 1.835, 0.605, 0.974, 0.739,99.999,0
3824, 9567,19.793,0.2159,18.928,0.1292,18.591,0.0494,1.180, 0.523, 2.147, 0.905, 2.434,99.999,0
3825, 2211,19.760,0.0854,18.847,0.0290,18.549,0.0226,0.796, 1.358, 0.277, 0.979, 0.340,99.999,0
3826,15091,19.576,0.3926,18.555,0.0427,18.491,0.0505,0.947, 2.046, 2.196, 0.980, 2.698,99.999,0
3827,18093,19.080,0.1512,18.244,0.0502,17.977,0.0471,1.443, 2.368, 0.883, 0.951, 1.053,99.999,0
3828,  374,20.399,0.4524,19.123,0.0485,19.129,0.1147,1.028, 1.362, 1.615, 0.936, 1.895,99.999,0
3829, 7907,19.210,0.1506,18.865,0.0705,18.700,0.0738,1.111, 3.954, 1.825, 0.908, 2.078,99.999,0
3830,  863,19.452,0.0474,18.633,0.1831,18.472,0.0527,0.920, 2.226, 1.742, 0.973, 2.124,99.999,0
3831,17591,19.593,0.2071,19.147,0.0470,18.939,0.0274,0.818, 1.510, 0.421, 0.983, 0.518,99.999,0
3832,11864,19.555,0.1652,18.525,0.1530,18.230,0.0244,0.883,-1.617, 1.080, 0.970, 1.312,99.999,0
3833, 7106,19.607,0.1225,18.826,0.0901,18.754,0.0438,0.948, 1.854, 0.783, 0.984, 0.966,99.999,0
3834, 3253,19.116,0.1939,18.342,0.0782,18.288,0.0635,1.549, 5.998, 1.350, 0.934, 1.581,99.999,0
3835, 3901,99.999,9.9999,99.999,9.9999,19.021,0.0882,1.060,-3.024, 0.000, 0.000, 0.000,99.999,0
3836,14018,19.633,0.0441,18.812,0.0381,18.600,0.0476,0.848,-0.817, 0.642, 0.973, 0.784,99.999,0
3837, 6345,19.342,0.2223,18.889,0.1161,18.914,0.0326,0.874, 0.596, 1.375, 0.966, 1.664,99.999,0
3838, 8647,19.267,0.1547,18.413,0.2193,17.916,0.0275,0.963,-1.036, 1.703, 0.943, 2.013,99.999,0
3839,18176,18.677,0.0575,17.924,0.1714,17.575,0.0466,1.122, 0.486, 2.591, 0.970, 3.150,99.999,0
3840, 5387,18.818,0.1169,18.740,0.0314,18.006,0.0674,1.533, 5.746, 1.192, 0.949, 1.418,99.999,0
3841,11215,19.763,0.2010,18.939,0.2684,17.832,0.0309,1.285, 2.518, 1.233, 0.973, 1.504,99.999,0
3842, 5740,18.240,0.1777,17.122,0.0705,16.736,0.0259,1.172, 0.016, 2.700, 0.973, 3.292,99.999,0
3843, 9445,19.497,0.0834,18.648,0.0799,18.369,0.0359,0.937, 1.443, 1.009, 0.981, 1.240,99.999,0
3844, 7782,18.876,0.1094,17.904,0.0790,17.516,0.0259,1.299, 0.581, 1.512, 0.928, 1.758,99.999,0
3845, 3347,19.515,0.1249,18.484,0.0305,18.145,0.0245,0.994,-0.355, 0.655, 0.944, 0.774,99.999,0
3846,12348,15.689,0.0168,14.782,0.0073,14.448,0.0220,3.086,-0.078, 2.827, 0.950, 3.365,99.999,0
3847, 2520,19.504,0.0417,18.483,0.0628,18.419,0.0273,0.721, 0.025, 0.258, 0.975, 0.315,99.999,0
3848, 2309,20.260,0.1467,19.198,0.0399,19.029,0.0469,0.677,-0.987, 0.657, 0.948, 0.781,99.999,0
3849,11951,18.584,0.0250,17.711,0.0785,17.342,0.0183,1.183, 0.505, 0.723, 0.931, 0.844,99.999,0
3850,  127,18.430,0.0938,17.547,0.0804,17.134,0.0340,1.456, 0.430, 1.137, 0.983, 1.401,99.999,0
3851, 2578,20.152,0.1599,19.008,0.0274,18.653,0.0291,0.795,-0.288, 0.496, 0.946, 0.588,99.999,0
3852,17229,18.773,0.0214,17.915,0.0202,17.539,0.0209,0.883,-0.550, 0.518, 0.936, 0.607,99.999,0
3853,19545,18.957,0.0334,17.929,0.0210,17.502,0.0160,0.920, 0.340, 0.310, 0.975, 0.379,99.999,0
3854,  874,19.601,0.1805,18.825,0.0396,18.651,0.0466,0.941, 2.068, 0.996, 0.944, 1.179,99.999,0
3855,14104,20.264,0.1826,19.084,0.0460,18.864,0.0374,0.910,-2.181, 0.398, 0.956, 0.477,99.999,0
3856, 1053,19.855,0.1729,18.757,0.1099,18.215,0.0221,1.092, 0.714, 0.712, 0.970, 0.865,99.999,0
3857,18350,19.121,0.1951,18.496,0.0534,18.433,0.0540,1.274, 1.244, 1.437, 0.922, 1.660,99.999,0
3858,  523,19.044,0.1294,18.180,0.2023,17.875,0.0727,1.587, 1.071, 2.596, 0.889, 2.893,99.999,0
3859, 9530,19.938,0.1209,18.972,0.1399,18.822,0.0365,0.871, 0.474, 0.079, 0.945, 0.094,99.999,0
3860, 1833,19.231,0.0329,18.440,0.0171,18.415,0.0303,0.710,-0.355, 0.314, 0.980, 0.386,99.999,0
3861,16975,19.903,0.0957,19.141,0.0678,18.950,0.0373,0.919, 1.229, 0.167, 0.958, 0.201,99.999,0
3862,14678,20.088,0.0766,19.240,0.0589,19.108,0.0863,0.888,-0.859, 1.317, 0.932, 1.538,99.999,0
3863, 5839,19.157,0.0392,18.083,0.0187,17.782,0.0278,0.927,-0.263, 1.150, 0.964, 1.389,99.999,0
3864, 6942,20.042,0.1080,19.176,0.1858,19.208,0.0708,1.050, 0.530, 1.053, 0.918, 1.212,99.999,0
3865,14743,19.743,0.0665,18.971,0.0519,18.663,0.0271,0.896, 0.543, 0.161, 0.987, 0.199,99.999,0
3866, 3610,18.897,0.0713,17.939,0.0278,17.801,0.0210,1.045, 0.436, 0.705, 0.964, 0.852,99.999,0
3867, 3109,19.379,0.0868,18.447,0.0309,18.491,0.0325,0.901, 0.670, 0.555, 0.979, 0.680,99.999,0
3868, 4466,19.227,0.0745,18.492,0.0504,18.337,0.0287,1.047, 1.198, 0.444, 0.964, 0.537,99.999,0
3869,13215,19.937,0.0733,18.985,0.0583,18.965,0.0785,1.002, 1.710, 0.706, 0.965, 0.854,99.999,0
3870, 5407,18.879,0.2398,18.004,0.0287,17.882,0.0542,1.380, 4.241, 1.732, 0.895, 1.943,99.999,0
3871,13400,18.936,0.1286,18.059,0.0224,17.884,0.0381,0.903, 0.269, 2.373, 0.980, 2.915,99.999,0
3872, 5734,19.299,0.0367,18.191,0.0284,18.064,0.0215,1.005, 0.657, 0.401, 0.979, 0.492,99.999,0
3873,10412,18.258,0.0162,17.426,0.0474,17.205,0.0188,1.049, 0.783,-0.102, 0.956,-0.122,99.999,0
3874,16094,99.999,9.9999,20.428,0.1957,20.007,0.1195,0.824,-4.667, 0.261, 0.893, 0.292,99.999,0
3875, 7982,19.254,0.1372,18.363,0.1431,18.006,0.0446,1.836, 5.026, 0.552, 0.932, 0.645,99.999,0
3876,  590,18.637,0.0550,17.603,0.0151,17.329,0.0191,1.025, 0.361, 0.716, 0.939, 0.843,99.999,0
3877, 2505,19.546,0.1242,18.836,0.1193,18.721,0.0374,0.752, 1.395, 1.132, 0.975, 1.384,99.999,0
3878, 3262,20.866,0.2278,19.599,0.0879,19.673,0.0669,0.923,-5.739, 0.061, 0.882, 0.067,99.999,0
3879,15462,20.199,0.2354,19.362,0.0495,19.081,0.0376,0.949,-0.538, 0.711, 0.950, 0.847,99.999,0
3880, 3537,19.517,0.0893,18.442,0.0400,18.326,0.0423,1.054, 1.959, 0.992, 0.959, 1.192,99.999,0
3881,16002,19.473,0.0449,18.798,0.1034,18.318,0.0399,1.000, 0.435, 1.041, 0.889, 1.160,99.999,0
3882,14265,99.999,9.9999,20.589,0.1990,20.463,0.0813,0.845,-4.017,-0.501, 0.977,-0.613,99.999,0
3883,14497,19.569,0.3281,18.691,0.0363,18.426,0.0409,0.868,-0.311, 1.621, 0.978, 1.986,99.999,0
3884, 9422,19.330,0.0773,18.967,0.2262,18.258,0.0566,1.127, 0.945, 1.839, 0.920, 2.120,99.999,0
3885, 9316,20.755,0.5451,19.939,0.1304,19.873,0.0627,0.934,-4.387, 0.343, 0.898, 0.387,99.999,0
3886,11320,18.853,0.0247,18.131,0.0253,17.808,0.0269,0.869, 0.513, 1.448, 0.947, 1.719,99.999,0
3887,19178,19.247,0.0608,18.563,0.0549,18.030,0.0357,1.076,-0.964, 1.127, 0.977, 1.379,99.999,0
3888,11996,20.231,0.2142,19.257,0.1777,19.120,0.0791,0.846,-1.204, 1.256, 0.954, 1.502,99.999,0
3889, 9459,19.103,0.0643,18.087,0.0350,17.502,0.0247,1.391, 0.975, 0.231, 0.968, 0.280,99.999,0
3890, 8685,18.113,0.0456,17.357,0.0420,16.716,0.0205,1.231, 0.325, 2.522, 0.931, 2.942,99.999,0
3891,10252,20.060,0.1048,18.854,0.0893,18.539,0.0332,0.904, 0.093, 0.342, 0.881, 0.378,99.999,0
3892,13980,18.133,0.0397,17.608,0.0221,17.197,0.0180,1.038,-0.154, 1.509, 0.971, 1.837,99.999,0
3893, 2134,18.528,0.1084,17.425,0.0198,16.722,0.0267,1.229, 0.794, 2.357, 0.926, 2.734,99.999,0
3894,15247,18.877,0.0986,17.917,0.0348,17.255,0.0366,1.568, 0.910, 1.138, 0.942, 1.344,99.999,0
3895, 5711,19.548,0.2388,18.396,0.0344,18.171,0.0374,0.955,-0.029, 1.435, 0.973, 1.749,99.999,0
3896, 2027,18.442,0.0228,17.481,0.0271,17.147,0.0220,1.230, 1.236, 1.036, 0.929, 1.206,99.999,0
3897, 7919,19.208,0.0693,18.217,0.1829,17.852,0.0293,0.981,-0.220,-0.142, 0.968,-0.172,99.999,0
3898, 2498,21.218,0.1942,20.244,0.0930,19.869,0.0946,0.942,-3.525,-0.052, 0.861,-0.057,99.999,0
3899, 4096,20.008,0.0800,19.010,0.0831,18.706,0.0492,1.138, 3.660, 0.367, 0.946, 0.436,99.999,0
3900,13816,18.972,0.0774,17.930,0.0806,17.520,0.0255,1.286, 1.428, 1.144, 0.938, 1.345,99.999,0
3901,14352,19.023,0.1935,17.987,0.0214,17.920,0.0303,1.232, 2.694, 1.160, 0.932, 1.355,99.999,0
3902, 8023,20.143,0.1605,19.399,0.0625,19.344,0.0419,1.176,-0.347, 0.180, 0.911, 0.206,99.999,0
3903,10417,18.683,0.0358,17.991,0.1157,17.543,0.0175,0.897,-0.120, 1.511, 0.899, 1.702,99.999,0
3904,18638,99.999,9.9999,99.999,9.9999,18.865,0.0858,0.840, 2.639, 0.000, 0.000, 0.000,99.999,0
3905,13827,19.227,0.0856,18.430,0.1138,18.170,0.0195,0.989, 0.612, 0.467, 0.951, 0.557,99.999,0
3906,14053,17.695,0.0581,16.851,0.0327,16.668,0.0157,1.091,-0.050, 2.025, 0.977, 2.479,99.999,0
3907,16645,20.313,0.1403,19.827,0.0841,19.032,0.0371,0.749,-2.526, 0.367, 0.939, 0.432,99.999,0
3908,15648,18.931,0.1636,18.188,0.0190,18.107,0.0331,0.879, 0.156, 1.600, 0.974, 1.953,99.999,0
3909, 5737,19.968,0.1475,18.927,0.0260,18.730,0.0404,1.049, 1.150, 0.848, 0.957, 1.017,99.999,0
3910, 2109,17.812,0.0396,16.876,0.0096,16.441,0.0254,1.590, 1.106, 1.684, 0.922, 1.946,99.999,0
3911,16134,18.853,0.1432,17.714,0.0645,17.423,0.0321,0.860,-0.201, 2.988, 0.993, 3.718,99.999,0
3912,15683,18.194,0.0955,17.207,0.0155,16.914,0.0181,1.277, 0.610, 1.909, 0.979, 2.342,99.999,0
3913,11821,19.136,0.0208,18.342,0.0846,17.876,0.0242,1.082, 0.496, 1.072, 0.958, 1.287,99.999,0
3914,12146,19.658,0.0610,18.701,0.0253,18.553,0.0234,0.934, 0.873, 0.373, 0.950, 0.444,99.999,0
3915,11628,19.649,0.0527,19.332,0.2259,18.965,0.0856,1.096, 1.177, 0.886, 0.857, 0.952,99.999,0
